DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:18:48,28.0,1.0,2.0,1650.0,480.0,21.69,19.99,0.0,42.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:20:48,28.0,1.0,2.0,1648.0,479.0,23.07,19.99,0.0,39.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:22:48,28.0,1.0,2.0,1652.0,479.0,21.69,19.99,0.0,42.0,0.77,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:24:48,28.0,1.0,2.0,1641.0,477.0,21.68,19.97,0.0,40.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:26:48,28.0,2.0,3.0,1630.0,478.0,23.06,19.98,0.0,42.0,0.89,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:28:48,28.0,1.0,2.0,1629.0,475.0,21.67,19.97,0.0,41.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:30:48,28.0,1.0,2.0,1613.0,477.0,21.66,19.97,0.0,40.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:32:48,28.0,2.0,3.0,1624.0,475.0,21.65,19.96,0.0,36.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:34:48,28.0,2.0,3.0,1598.0,473.0,21.65,19.96,0.0,42.0,0.78,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:36:48,28.0,1.0,2.0,1587.0,470.0,21.64,19.96,0.0,39.0,0.74,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:38:48,28.0,2.0,3.0,1603.0,471.0,24.38,19.96,0.0,43.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:40:48,28.0,2.0,3.0,1594.0,467.0,21.63,19.95,0.0,40.0,0.83,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:42:48,28.0,2.0,3.0,1585.0,468.0,23.01,19.94,0.0,41.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:44:48,28.0,2.0,3.0,1592.0,468.0,21.63,19.93,0.0,39.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:46:48,28.0,1.0,2.0,1581.0,468.0,21.61,19.92,0.0,40.0,0.57,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:48:48,28.0,1.0,2.0,1583.0,469.0,21.62,19.92,0.0,38.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:50:48,28.0,1.0,1.0,1567.0,465.0,24.37,19.92,0.0,40.0,0.61,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:52:48,28.0,1.0,2.0,1562.0,464.0,21.65,19.91,0.0,37.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:54:49,28.0,1.0,2.0,1567.0,463.0,21.64,19.9,0.0,43.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:56:49,27.0,2.0,3.0,1569.0,464.0,21.64,19.9,0.0,38.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 05:58:49,27.0,2.0,3.0,1564.0,464.0,21.63,19.89,0.0,37.0,0.85,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:00:49,27.0,2.0,3.0,1553.0,465.0,21.62,19.89,0.0,42.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:02:49,28.0,2.0,3.0,1575.0,464.0,23.02,19.89,0.0,40.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:04:49,28.0,1.0,1.0,1580.0,466.0,21.64,19.88,0.0,38.0,0.44,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:06:49,28.0,1.0,2.0,1557.0,461.0,21.65,19.88,0.0,41.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:08:49,28.0,2.0,3.0,1561.0,465.0,21.63,19.88,0.0,43.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:10:49,28.0,2.0,3.0,1568.0,463.0,21.62,19.89,0.0,38.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:12:49,28.0,1.0,2.0,1569.0,463.0,21.63,19.88,0.0,41.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:14:49,28.0,1.0,2.0,1577.0,465.0,21.63,19.88,0.0,43.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:16:49,28.0,1.0,2.0,1570.0,465.0,21.65,19.88,0.0,36.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:18:49,28.0,1.0,2.0,1574.0,465.0,21.65,19.88,0.0,38.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:20:49,28.0,1.0,2.0,1580.0,465.0,23.03,19.88,0.0,40.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:22:49,28.0,1.0,1.0,1573.0,469.0,24.44,19.87,0.0,38.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:24:50,28.0,2.0,3.0,1577.0,466.0,21.68,19.87,0.0,37.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:26:50,28.0,1.0,1.0,1587.0,466.0,21.69,19.86,0.0,36.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:28:50,28.0,1.0,2.0,1570.0,465.0,21.68,19.87,0.0,39.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:30:50,28.0,1.0,2.0,1568.0,464.0,21.7,19.86,0.0,35.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:32:50,28.0,1.0,2.0,1561.0,467.0,21.68,19.85,0.0,36.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:34:50,28.0,1.0,1.0,1562.0,464.0,21.71,19.84,0.0,37.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:36:50,28.0,1.0,2.0,1551.0,466.0,21.71,19.84,0.0,43.0,0.48,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:38:50,28.0,1.0,2.0,1575.0,467.0,21.72,19.84,0.0,42.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:40:50,28.0,1.0,1.0,1573.0,473.0,23.1,19.87,0.0,37.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:42:50,31.0,1.0,2.0,1618.0,483.0,23.11,20.17,0.0,38.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:44:51,32.0,2.0,3.0,1631.0,491.0,21.74,20.42,0.0,42.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:46:50,33.0,1.0,2.0,1662.0,488.0,21.75,20.62,0.0,43.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:48:51,32.0,2.0,3.0,1661.0,496.0,21.75,20.74,0.0,36.0,0.59,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:50:50,31.0,2.0,3.0,1691.0,495.0,21.77,20.76,0.0,39.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:52:50,30.0,2.0,3.0,1694.0,494.0,21.78,20.77,0.0,40.0,0.59,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:54:51,28.0,2.0,3.0,1673.0,494.0,21.81,20.74,0.0,40.0,0.5,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:56:51,28.0,1.0,2.0,1692.0,497.0,21.81,20.72,0.0,40.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 06:58:51,28.0,2.0,3.0,1678.0,498.0,21.82,20.68,0.0,42.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:00:51,28.0,2.0,3.0,1690.0,498.0,21.87,20.66,0.0,39.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:02:51,27.0,2.0,3.0,1677.0,498.0,23.28,20.61,0.0,40.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:04:51,27.0,2.0,3.0,1686.0,500.0,21.91,20.58,0.0,36.0,0.61,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:06:51,27.0,2.0,3.0,1668.0,498.0,21.92,20.55,0.0,40.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:08:51,27.0,2.0,3.0,1673.0,495.0,21.94,20.51,0.0,36.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:10:51,27.0,2.0,3.0,1663.0,495.0,23.33,20.48,0.0,36.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:12:51,27.0,2.0,3.0,1664.0,495.0,21.98,20.44,0.0,37.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:14:51,27.0,2.0,3.0,1677.0,496.0,21.99,20.42,0.0,34.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:16:51,28.0,2.0,3.0,1660.0,495.0,22.01,20.39,0.0,43.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:18:51,28.0,2.0,3.0,1677.0,495.0,23.4,20.36,0.0,40.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:20:51,28.0,2.0,3.0,1670.0,493.0,23.41,20.33,0.0,44.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:22:52,28.0,2.0,3.0,1656.0,493.0,22.06,20.3,0.0,41.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:24:52,28.0,2.0,3.0,1680.0,493.0,22.08,20.28,0.0,40.0,0.44,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:26:52,28.0,2.0,3.0,1680.0,495.0,22.11,20.25,0.0,42.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:28:52,28.0,2.0,3.0,1670.0,495.0,22.13,20.23,0.0,39.0,0.57,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:30:52,28.0,2.0,3.0,1660.0,495.0,23.53,20.2,0.0,40.0,0.42,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:32:52,28.0,2.0,3.0,1657.0,497.0,23.55,20.17,0.0,40.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:34:52,28.0,1.0,2.0,1659.0,498.0,23.56,20.15,0.0,41.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:36:52,28.0,2.0,3.0,1676.0,496.0,22.19,20.13,0.0,44.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:38:52,28.0,2.0,3.0,1679.0,493.0,23.59,20.1,0.0,41.0,0.53,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:40:52,28.0,2.0,3.0,1666.0,491.0,22.21,20.08,0.0,42.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:42:52,28.0,2.0,3.0,1672.0,491.0,22.22,20.06,0.0,43.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:44:53,28.0,2.0,3.0,1650.0,493.0,22.22,20.04,0.0,42.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:46:52,28.0,1.0,2.0,1669.0,493.0,22.22,20.01,0.0,41.0,0.79,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:48:52,28.0,2.0,3.0,1651.0,488.0,23.62,19.99,0.0,38.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:50:52,28.0,2.0,3.0,1662.0,492.0,22.25,19.99,0.0,42.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:52:53,28.0,2.0,3.0,1655.0,492.0,22.24,19.96,0.0,43.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:54:53,28.0,2.0,3.0,1649.0,493.0,23.63,19.94,0.0,39.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:56:53,28.0,2.0,3.0,1666.0,495.0,25.01,19.93,0.0,43.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 07:58:53,28.0,2.0,3.0,1648.0,496.0,23.64,19.92,0.0,43.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:00:53,28.0,1.0,2.0,1654.0,499.0,22.27,19.91,0.0,36.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:02:53,28.0,2.0,3.0,1667.0,492.0,23.66,19.88,0.0,37.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:04:53,28.0,2.0,3.0,1677.0,492.0,23.67,19.87,0.0,38.0,0.53,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:06:53,28.0,2.0,3.0,1653.0,494.0,25.06,19.86,0.0,44.0,0.89,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:08:54,28.0,2.0,3.0,1659.0,492.0,22.3,19.85,0.0,43.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:10:53,28.0,2.0,3.0,1666.0,492.0,22.32,19.83,0.0,41.0,0.84,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:12:53,28.0,2.0,3.0,1654.0,493.0,22.34,19.81,0.0,39.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:14:53,28.0,2.0,3.0,1654.0,491.0,22.35,19.8,0.0,38.0,0.48,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:16:53,28.0,2.0,3.0,1644.0,493.0,22.36,19.77,0.0,42.0,0.59,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:18:53,28.0,2.0,3.0,1654.0,491.0,23.74,19.76,0.0,45.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:20:54,28.0,2.0,3.0,1658.0,490.0,23.77,19.75,0.0,41.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:22:54,28.0,2.0,3.0,1650.0,490.0,22.42,19.73,0.0,38.0,0.57,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:24:54,28.0,2.0,3.0,1652.0,489.0,25.19,19.7,0.0,41.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:26:54,28.0,1.0,2.0,1653.0,489.0,22.44,19.69,0.0,42.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:28:54,28.0,2.0,3.0,1640.0,489.0,22.45,19.67,0.0,49.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:30:54,28.0,2.0,3.0,1629.0,489.0,22.47,19.64,0.0,44.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:32:54,28.0,2.0,3.0,1631.0,485.0,22.49,19.62,0.0,41.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:34:54,28.0,2.0,3.0,1627.0,491.0,22.51,19.61,0.0,42.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:36:54,28.0,2.0,3.0,1615.0,487.0,22.53,19.56,0.0,43.0,0.59,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:38:54,28.0,1.0,2.0,1611.0,490.0,22.54,19.55,0.0,36.0,0.88,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:40:54,28.0,1.0,2.0,1625.0,487.0,23.92,19.54,0.0,37.0,0.61,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:42:54,27.0,2.0,3.0,1595.0,480.0,22.57,19.48,0.0,44.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:44:55,27.0,2.0,3.0,1576.0,477.0,22.58,19.44,0.0,43.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:46:54,27.0,2.0,3.0,1551.0,473.0,25.34,19.41,0.0,45.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:48:55,27.0,2.0,3.0,1542.0,469.0,22.59,19.34,0.0,43.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:50:55,26.0,2.0,3.0,1515.0,464.0,22.61,19.29,0.0,45.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:52:55,27.0,2.0,3.0,1529.0,470.0,22.63,19.29,0.0,38.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:54:55,27.0,2.0,3.0,1534.0,466.0,22.64,19.28,0.0,41.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:56:55,27.0,2.0,3.0,1531.0,466.0,22.65,19.26,0.0,43.0,0.5,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 08:58:55,27.0,2.0,3.0,1519.0,462.0,24.03,19.22,0.0,41.0,0.76,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:00:55,27.0,2.0,3.0,1511.0,461.0,22.67,19.19,0.0,44.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:02:55,27.0,2.0,3.0,1508.0,461.0,22.69,19.17,0.0,45.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:04:55,27.0,1.0,2.0,1495.0,456.0,22.69,19.12,0.0,43.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:06:55,26.0,2.0,3.0,1462.0,449.0,24.07,19.03,0.0,44.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:08:55,25.0,2.0,3.0,1413.0,440.0,24.08,18.93,0.0,44.0,0.79,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:10:55,25.0,1.0,2.0,1401.0,440.0,24.09,18.91,0.0,43.0,0.83,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:12:55,26.0,1.0,2.0,1388.0,439.0,24.09,18.88,0.0,43.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:14:56,26.0,1.0,2.0,1398.0,443.0,24.1,18.86,0.0,43.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:16:56,26.0,2.0,3.0,1379.0,436.0,22.72,18.8,0.0,38.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:18:56,25.0,1.0,1.0,1344.0,431.0,24.1,18.72,0.0,44.0,0.76,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:20:56,25.0,1.0,2.0,1293.0,419.0,24.11,18.65,0.0,41.0,0.81,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:22:56,25.0,1.0,2.0,1301.0,427.0,22.73,18.63,0.0,41.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:24:56,27.0,2.0,3.0,1380.0,441.0,24.13,18.74,0.0,35.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:26:56,28.0,2.0,3.0,1405.0,449.0,22.76,18.78,0.0,37.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:28:56,28.0,1.0,2.0,1443.0,448.0,24.17,18.8,0.0,41.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:30:56,27.0,2.0,3.0,1437.0,445.0,22.82,18.76,0.0,43.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:32:56,26.0,1.0,1.0,1380.0,434.0,22.81,18.63,0.0,41.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:34:56,25.0,1.0,2.0,1347.0,430.0,22.86,18.57,0.0,41.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:36:56,26.0,1.0,2.0,1337.0,429.0,22.86,18.55,0.0,40.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:38:56,26.0,1.0,2.0,1365.0,441.0,22.9,18.61,0.0,44.0,0.88,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:40:56,27.0,1.0,1.0,1394.0,439.0,22.91,18.63,0.0,44.0,0.87,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:42:56,11.0,2.0,4.0,527.0,404.0,22.81,15.72,0.0,42.0,0.61,0.03,0.0,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:44:56,13.0,3.0,5.0,0.0,400.0,22.29,15.26,0.0,41.0,0.39,0.03,0.0,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:46:57,4.0,2.0,4.0,50.0,400.0,21.82,15.75,0.0,41.0,0.63,0.03,0.0,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-10 09:48:57,33.0,2.0,4.0,469.0,400.0,21.52,19.09,0.0,43.0,0.8,0.03,0.01,0.0,0.0
